          (   1,    2) (   9,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    3) (   1,    3) (   9,    2) (   1,    3) (   1,    3)
          (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   1,    5) (   1,    0) (   1,    2) (   1,    2) (   1,    3)
          (   1,    1) (   1,    0) (   9,    3) (   9,    2) (   1,    2) (   1,    3) (   1,    3) (   9,    2) (   1,    1) (   9,    1)
          (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    5) (   1,    3) (   1,    4) (   1,    0) (   1,    2) (   1,    1)
          (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    3) (   1,    1) (   1,    2)
          (   1,    5) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   9,    4) (   1,    3) (   1,    3) (   1,    3) (   1,    3)
          (   1,    2) (   1,    1) (   1,    3) (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   9,    0)
          (   9,    4) (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   1,    2) (   1,    1) (   1,    2) (   1,    4)
          (   1,    0) (   1,    2) (   9,    1) (   1,    3) (   9,    2) (   1,    3) (   1,    3) (   9,    2) (   1,    4) (   1,    1)
          (   1,    3) (   9,    0) (   1,    1) (   1,    1) (   9,    4) (   1,    4) (   1,    3) (   9,    2) (   1,    3) (   1,    1)
          (   1,    1) (   1,    3) (   1,    2) (   9,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   9,    1)
          (   1,    6) (   1,    4) (   1,    2) (   1,    5) (   1,    4) (   9,    1) (   1,    2) (   1,    3) (   1,    3) (   1,    2)
          (   1,    2) (   1,    3) (   9,    0) (   1,    5) (   1,    6) (   1,    4) (   9,    2) (   1,    4) (   1,    2) (   1,    1)
          (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    2) (   9,    1) (   1,    3) (   1,    6)
          (   1,    2) (   1,    2) (   1,    3) (   9,    2) (   1,    3) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    3)
          (   1,    4) (   1,    1) (   1,    2) (   1,    0) (   9,    0) (   9,    3) (   1,    4) (   9,    2) (   1,    3) (   1,    2)
          (   1,    3) (   1,    0) (   9,    1) (   1,    3) (   1,    0) (   9,    3) (   1,    3) (   1,    3) (   1,    1) (   9,    1)
         
node   3 sent_total   1637  recv_total   1514

node   4  (   1,    0) (   0,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    3) (  10,    2) (   1,    4) (   1,    3)
          (   1,    2) (   1,    5) (   1,    2) (  10,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (  10,    2)
          (   1,    3) (   1,    1) (   1,    2) (   1,    0) (   1,    3) (   1,    3) (   1,    5) (   1,    2) (   1,    0) (   1,    4)
          (   1,    4) (   1,    3) (   1,    4) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    4) (   1,    3) (   1,    0)
          (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (  10,    2) (   1,    5) (   1,    3) (   1,    3) (   1,    3)
          (   1,    4) (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    4) (   1,    1)
          (   1,    0) (   0,    2) (   1,    3) (   1,    3) (   1,    4) (   9,    3) (   1,    4) (   1,    5) (   0,    5) (   1,    2)
          (   1,    3) (   0,    4) (  10,    1) (   1,    4) (   1,    1) (   0,    4) (   1,    4) (   1,    2) (   1,    1) (   1,    1)
          (   1,    0) (   1,    3) (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   8,    4) (   1,    3) (   0,    4) (   1,    1)
          (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   9,    2) (  10,    4) (   9,    2) (   1,    3) (   1,    3) (   9,    4)
          (   1,    2) (  10,    4) (   1,    4) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   1,    3) (   1,    0) (   9,    2)
          (   1,    2) (   1,    3) (   1,    2) (   1,    3) (   1,    2) (   6,    2) (   1,    2) (   0,    3) (   9,    2) (   9,    3)
          (   1,    2) (   0,    2) (   8,    3) (   7,    2) (   1,    2) (   1,    3) (   8,    2) (   1,    3) (   1,    3) (   1,    2)
          (   0,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    3) (   1,    2)
          (   1,    2) (   1,    1) (   1,    1) (   8,    1) (   1,    3) (   1,    1) (   1,    5) (   1,    0) (   1,    1) (   1,    1)
          (   1,    4) (   0,    1) (   8,    3) (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   9,    2) (   7,    2) (   1,    3)
          (   1,    1) (   1,    3) (   1,    2) (   7,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   0,    1) (   8,    2)
          (   1,    5) (   1,    0) (   8,    3) (   1,    1) (   8,    2) (   0,    4) (   1,    1) (   7,    1) (   1,    1) (   1,    2)
          (   1,    3) (   1,    1) (   1,    1) (   1,    3) (   1,    0) (   8,    3) (   1,    5) (   1,    3) (   1,    2) (   1,    2)
          (   1,    2) (   8,    1) (   9,    3) (   1,    3) (   1,    2) (   1,    1) (   0,    0) (   1,    0) (   1,    5) (   1,    2)
          (   1,    2) (   6,    1) (   1,    3) (   1,    1) (   1,    1) (   8,    3) (   0,    5) (   9,    2) (   1,    2) (   1,    2)
          (   1,    3) (   1,    3) (   1,    2) (   1,    5) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    5) (   1,    2)
          (   1,    0) (   1,    0) (   1,    2) (   1,    4) (   1,    3) (   8,    2) (   7,    1) (   8,    2) (   1,    6) (   1,    2)
          (   1,    1) (   1,    2) (   1,    4) (   1,    2) (   1,    0) (   8,    2) (   1,    3) (   1,    1) (   1,    4) (   8,    2)
          (   1,    1) (   1,    3) (   1,    3) (   1,    0) (   1,    4) (   1,    2) (   1,    4) (   0,    3) (   6,    3) (   1,    3)
          (   1,    2) (   1,    1) (   1,    4) (   0,    3) (   0,    1) (   1,    1) (   9,    2) (   1,    2) (   1,    1) (   1,    1)
          (   1,    0) (   1,    3) (   1,    2) (   1,    1) (   1,    3) (   1,    2) (   8,    3) (   1,    2) (   1,    3) (   1,    2)
          (   1,    1) (   0,    1) (   1,    4) (   1,    3) (   1,    2) (   9,    2) (   9,    1) (   1,    2) (   1,    1) (   1,    0)
          (   1,    1) (   0,    2) (   1,    2) (   7,    3) (   1,    4) (   1,    0) (   1,    0) (   1,    4) (   1,    2) (   1,    0)
          (   1,    2) (   1,    0) (   1,    1) (   1,    4) (   1,    1) (   1,    1) (   0,    3) (   1,    3) (   1,    0) (   1,    3)
          (   1,    3) (   1,    3) (   1,    0) (   1,    3) (   1,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    4)
          (   1,    1) (   9,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   9,    4)
          (   9,    4) (   1,    4) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    2)
          (   9,    3) (   1,    1) (   1,    4) (   1,    3) (   1,    5) (   1,    2) (   1,    2) (   9,    2) (   9,    2) (   1,    5)
          (   1,    4) (   1,    2) (   1,    3) (   9,    3) (   1,    3) (   1,    0) (   1,    2) (   1,    2) (   1,    2) (   1,    3)
          (   1,    2) (   1,    3) (   9,    3) (   9,    1) (   1,    2) (   9,    0) (   1,    1) (   1,    5) (   1,    2) (   1,    3)
          (   1,    1) (   1,    3) (   1,    0) (   1,    2) (   1,    1) (   1,    4) (   9,    4) (   1,    4) (   1,    2) (   9,    3)
          (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    4)
          (   1,    2) (   1,    1) (   1,    3) (   9,    4) (   9,    5) (   1,    5) (   1,    0) (   1,    1) (   1,    3) (   1,    4)
          (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    3) (   1,    3) (   1,    2) (   1,    2)
          (   1,    3) (   1,    2) (   1,    1) (   1,    4) (   1,    1) (   1,    2) (   9,    4) (   1,    2) (   1,    3) (   1,    3)
          (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   9,    2) (   1,    5)
          (   1,    3) (   1,    3) (   1,    0) (   9,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    3) (   1,    1)
          (   9,    2) (   1,    5) (   9,    5) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0)
          (   1,    1) (   1,    0) (   9,    1) (   9,    4) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   9,    3) (   1,    2)
          (   9,    1) (   1,    4) (   9,    3) (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    3) (   1,    2) (   1,    1)
          (   1,    3) (   1,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    3) (   1,    2) (   1,    5) (   1,    2) (   1,    2)
          (   1,    1) (   1,    2) (   1,    2) (   1,    3) (   1,    3) (   1,    3) (   1,    2) (   1,    3) (   1,    5) (   1,    1)
          (   1,    3) (   1,    1) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   1,    4) (   1,    1) (   1,    1) (   1,    3)
          (   1,    1) (   1,    3) (   1,    2) (   1,    3) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    4) (   1,    3)
          (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   9,    3) (   1,    3) (   1,    0) (   1,    4) (   1,    2) (   1,    2)
          (   1,    3) (   1,    4) (   1,    2) (   1,    1) (   1,    2) (   9,    2) (   1,    5) (   1,    3) (   1,    4) (   1,    3)
          (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   9,    3) (   1,    2) (   1,    0) (   9,    2) (   1,    4) (   1,    5)
          (   9,    0) (   1,    1) (   1,    4) (   1,    2) (   1,    2) (   1,    3) (   1,    3) (   1,    4) (   1,    3) (   1,    2)
          (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   9,    1) (   1,    4) (   1,    1) (   1,    1) (   1,    2) (   9,    1)
          (   1,    1) (   9,    0) (   9,    5) (   1,    3) (   9,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    1)
          (   1,    3) (   1,    4) (   1,    1) (   9,    3) (   1,    3) (   9,    1) (   1,    5) (   1,    0) (   1,    2) (   1,    0)
          (   1,    2) (   9,    1) (   1,    3) (   1,    3) (   1,    1) (   1,    1) (   9,    3) (   1,    1) (   1,    2) (   9,    3)
          (   1,    5) (   1,    2) (   1,    1) (   9,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    4) (   1,    4) (   1,    0)
          (   1,    2) (   9,    2) (   1,    3) (   1,    2) (   1,    3) (   1,    1) (   1,    3) (   1,    0) (   1,    4) (   9,    1)
          (   1,    2) (   1,    3) (   1,    4) (   1,    2) (   1,    4) (   1,    4) (   1,    0) (   1,    2) (   9,    2) (   1,    3)
          (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   1,    6) (   9,    1)
          (   1,    4) (   1,    2) (   1,    1) (   1,    2) (   9,    4) (   1,    4) (   9,    1) (   1,    2) (   1,    2) (   1,    0)
          (   1,    1) (   1,    4) (   1,    2) (   1,    3) (   1,    2) (   1,    1) (   9,    1) (   1,    1) (   1,    2) (   9,    1)
          (   9,    7) (   1,    3) (   1,    3) (   1,    3) (   1,    5) (   9,    2) (   1,    3) (   1,    2) (   9,    2) (   9,    2)
          (   1,    2) (   1,    3) (   9,    1) (   9,    5) (   9,    4) (   1,    1) (   9,    0) (   1,    4) (   1,    2) (   1,    2)
          (   1,    1) (   1,    2) (   1,    3) (   1,    2) (   1,    3) (   1,    2) (   1,    2) (   1,    0) (   9,    1) (   1,    3)
          (   1,    3) (   1,    4) (   1,    3) (   1,    1) (   1,    3) (   9,    2) (   1,    3) (   1,    0) (   1,    3) (   1,    2)
          (   1,    1) (   9,    1) (   1,    3) (   1,    2) (   1,    0) (   1,    2) (   9,    4) (   1,    2) (   1,    1) (   1,    3)
          (   1,    2) (   1,    3) (   1,    1) (   1,    4) (   9,    1) (   1,    4) (   9,    2) (   9,    1) (   9,    1) (   1,    2)
         
node   4 sent_total   1521  recv_total   1533

node   5  (   0,    0) (   1,    0) (   0,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (  10,    4) (   1,    2)
          (  10,    1) (   1,    4) (  10,    0) (   1,    3) (   1,    2) (   1,    1) (   1,    6) (   1,    2) (   1,    1) (   1,    1)
          (   1,    3) (  10,    2) (   1,    3) (   1,    0) (   1,    1) (  10,    3) (  10,    3) (   1,    2) (   1,    0) (   1,    3)
          (  10,    1) (   1,    2) (   1,    3) (  10,    0) (   1,    2) (   1,    0) (   1,    2) (  10,    3) (   1,    4) (   1,    3)
          (   1,    1) (   1,    2) (   1,    3) (   1,    4) (   1,    2) (   1,    5) (   1,    2) (  10,    3) (   1,    2) (   1,    3)
          (   1,    3) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   8,    1) (   1,    5) (   1,    2)
          (   9,    3) (  10,    2) (   0,    5) (   1,    2) (   1,    3) (   1,    2) (   9,    4) (   1,    3) (   1,    3) (   1,    2)
          (   0,    3) (   0,    3) (   1,    4) (   1,    4) (   0,    2) (   8,    4) (   1,    4) (   1,    0) (   1,    2) (   1,    1)
          (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   8,    4) (   1,    5) (   1,    1) (   1,    2) (   1,    0)
          (   1,    1) (   9,    2) (   1,    4) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (  10,    3) (   1,    3) (   1,    2)
          (   1,    2) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   5 sent_total    248  recv_total    225

node   6  (   0,    0) (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    4) (   1,    1)
          (   1,    3) (   1,    5) (   1,    1) (   1,    3) (   1,    3) (   1,    3) (   1,    2) (   1,    2) (   1,    3) (   1,    4)
          (  10,    4) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   1,    4) (   1,    1) (   1,    3)
          (   1,    3) (   1,    5) (   1,    2) (   1,    1) (   1,    3) (   1,    0) (   1,    2) (  10,    2) (   1,    2) (   1,    0)
          (   1,    3) (   1,    0) (   1,    1) (   1,    1) (  10,    2) (   1,    2) (  10,    3) (   1,    4) (   1,    1) (   1,    4)
          (   1,    4) (   1,    2) (   1,    2) (   1,    1) (   1,    0) (   0,    0) (   1,    1) (  10,    1) (   1,    4) (   0,    3)
          (   0,    1) (   1,    1) (   0,    4) (   1,    3) (   1,    4) (   8,    1) (   1,    3) (   8,    3) (   1,    1) (   1,    0)
          (   1,    2) (   1,    2) (   9,    1) (   1,    3) (   1,    1) (   1,    5) (   1,    2) (   0,    3) (   0,    3) (   0,    0)
          (   1,    1) (   1,    2) (   0,    0) (   1,    2) (   0,    2) (   1,    2) (   1,    5) (   1,    4) (   1,    2) (   1,    0)
          (   1,    0) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   9,    2) (   1,    5) (   1,    6) (   8,    2) (   1,    1)
          (   0,    2) (   8,    2) (  10,    3) (   1,    3) (   1,    0) (  10,    2) (  10,    2) (   1,    3) (   9,    2) (   1,    2)
          (   1,    3) (   1,    1) (   1,    2) (   0,    1) (   1,    2) (   1,    1) (   1,    2) (  10,    1) (   1,    1) (   1,    6)
          (   1,    3) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   0,    2) (   8,    2) (   1,    3) (   1,    0)
          (   1,    2) (   9,    0) (   1,    1) (   0,    2) (   1,    1) (   1,    3) (   7,    0) (   1,    4) (   1,    4) (   1,    2)
          (   1,    2) (   1,    2) (   9,    1) (   1,    4) (   1,    3) (   0,    2) (   1,    3) (   1,    1) (   1,    2) (   8,    1)
          (   0,    2) (   8,    2) (   1,    4) (   1,    2) (   1,    1) (   1,    2) (   9,    2) (   0,    3) (   1,    1) (   1,    1)
          (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   1,    3) (   1,    3) (   7,    2) (   1,    4)
          (   1,    5) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    3) (   1,    1) (   1,    3) (   1,    2) (   9,    0)
          (   1,    3) (   0,    1) (   1,    2) (   1,    4) (   9,    0) (   1,    3) (   1,    3) (   1,    3) (   1,    0) (   1,    2)
          (   1,    2) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    0) (   1,    2) (   0,    0) (   1,    4) (   1,    2)
          (   1,    1) (   1,    0) (   0,    2) (   1,    3) (   1,    1) (   1,    2) (   8,    2) (   9,    2) (   1,    3) (   1,    0)
          (   1,    2) (   1,    1) (   1,    2) (   1,    3) (   1,    0) (   1,    2) (   1,    2) (   1,    2) (   1,    4) (   0,    3)
          (   1,    1) (   1,    0) (   8,    3) (   1,    3) (   1,    1) (   1,    1) (   6,    0) (   1,    4) (   7,    3) (   1,    1)
          (   1,    1) (   1,    1) (   1,    3) (   0,    2) (   9,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    4)
          (   0,    3) (   0,    1) (   1,    4) (   1,    0) (   1,    2) (   0,    3) (   1,    1) (   0,    2) (   1,    1) (   0,    2)
          (   9,    3) (   1,    1) (   1,    3) (   1,    5) (   0,    1) (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    1)
          (   7,    0) (   1,    4) (   1,    4) (   1,    2) (   1,    4) (   1,    1) (   1,    2) (   1,    5) (   7,    1) (   1,    1)
          (   9,    3) (   8,    3) (   1,    3) (   1,    2) (   8,    3) (   1,    3) (   1,    5) (   1,    5) (   1,    2) (   1,    3)
          (   8,    0) (   1,    3) (   1,    1) (   1,    4) (   1,    0) (   1,    1) (   0,    0) (   1,    4) (   1,    1) (   8,    1)
          (   1,    3) (   1,    1) (   7,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    4) (   1,    0) (   1,    0) (   1,    1)
          (   0,    3) (   1,    3) (   1,    0) (   9,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    3)
          (   1,    3) (   1,    1) (   1,    2) (   9,    1) (   1,    3) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    4)
          (   9,    3) (   1,    4) (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    1)
          (   1,    4) (   9,    2) (   9,    3) (   1,    2) (   1,    3) (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   1,    5)
          (   1,    5) (   9,    4) (   1,    3) (   1,    2) (   1,    2) (   1,    2) (   9,    3) (   9,    4) (   1,    5) (   1,    5)
          (   1,    2) (   9,    2) (   1,    4) (   9,    1) (   1,    2) (   1,    2) (   9,    2) (   9,    4) (   9,    3) (   1,    4)
