          (   9,    2) (   1,    4) (   1,    4) (   9,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    3)
          (   1,    3) (   1,    1) (   1,    4) (   1,    3) (   1,    2) (   1,    3) (   1,    4) (   1,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    3) (   1,    1) (   1,    4) (   1,    1) (   1,    3) (   1,    0) (   1,    4) (   1,    3) (   1,    1)
          (   1,    2) (   1,    3) (   1,    2) (   1,    5) (   1,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    2)
          (   1,    2) (   1,    1) (   1,    2) (   9,    3) (   1,    4) (   1,    3) (   1,    2) (   1,    4) (   1,    2) (   1,    1)
          (   1,    4) (   1,    2) (   1,    2) (   9,    1) (   1,    2) (   9,    3) (   1,    3) (   9,    2) (   1,    4) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   9,    2) (   1,    2)
          (   1,    2) (   1,    1) (   1,    1) (   1,    3) (   9,    2) (   1,    6) (   9,    2) (   9,    3) (   1,    2) (   1,    1)
          (   1,    2) (   1,    5) (   1,    1) (   1,    2) (   1,    4) (   9,    2) (   1,    4) (   1,    1) (   1,    3) (   1,    4)
          (   1,    1) (   1,    4) (   9,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    0) (   1,    1) (   1,    5) (   1,    2)
          (   1,    1) (   1,    2) (   1,    5) (   1,    2) (   1,    2) (   9,    4) (   1,    3) (   9,    2) (   1,    3) (   1,    1)
          (   1,    0) (   1,    2) (   9,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    0) (   1,    2) (   1,    3) (   1,    1)
          (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   1,    2) (   1,    5) (   1,    2) (   1,    4) (   1,    2) (   1,    1)
          (   9,    4) (   1,    3) (   9,    0) (   1,    1) (   1,    4) (   9,    1) (   1,    4) (   1,    0) (   1,    1) (   1,    1)
          (   1,    3) (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    2)
          (   1,    4) (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    3) (   1,    3) (   9,    3) (   1,    4) (   9,    1)
          (   1,    4) (   1,    1) (   1,    3) (   1,    0) (   1,    1) (   1,    0) (   1,    3) (   1,    0) (   1,    2) (   1,    0)
          (   1,    2) (   1,    2) (   1,    3) (   1,    1) (   9,    2) (   1,    5) (   1,    2) (   9,    1) (   9,    2) (   1,    4)
          (   1,    3) (   1,    2) (   9,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   9,    1) (   1,    4) (   1,    0)
          (   1,    5) (   1,    2) (   1,    2) (   9,    1) (   1,    5) (   1,    4) (   9,    6) (   1,    3) (   1,    2) (   1,    3)
          (   1,    2) (   1,    6) (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   1,    0) (   1,    1) (   1,    1) (   9,    1)
          (   9,    6) (   1,    3) (   9,    2) (   9,    2) (   1,    5) (   1,    1) (   1,    3) (   1,    2) (   1,    2) (   1,    3)
          (   1,    2) (   1,    3) (   9,    1) (   1,    5) (   1,    4) (   1,    1) (   1,    0) (   1,    3) (   1,    3) (   1,    1)
          (   1,    3) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   9,    3)
          (   1,    1) (   1,    2) (   1,    4) (   1,    3) (   1,    2) (   1,    4) (   1,    2) (   1,    2) (   1,    2) (   1,    2)
          (   1,    2) (   1,    1) (   1,    4) (   1,    0) (   1,    2) (   1,    2) (   1,    4) (   1,    3) (   9,    1) (   1,    2)
          (   1,    4) (   1,    0) (   9,    0) (   1,    3) (   9,    1) (   1,    3) (   1,    2) (   1,    3) (   1,    1) (   1,    1)
         
node   1 sent_total   1444  recv_total   1518

node   2  (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    0) (   9,    1) (   1,    1) (   1,    1) (   1,    4) (   1,    2)
          (   1,    2) (   1,    5) (  10,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    3) (  10,    4) (   1,    1) (  10,    4)
          (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (  10,    2) (   1,    3) (   1,    3) (   1,    2) (   1,    2)
          (   1,    1) (  10,    2) (   1,    3) (   1,    2) (   1,    2) (  10,    1) (  10,    2) (   1,    3) (   1,    2) (   1,    0)
          (   1,    2) (   1,    0) (   1,    2) (   1,    4) (   1,    4) (   1,    2) (  10,    3) (   1,    3) (   1,    1) (   1,    4)
          (   1,    3) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   9,    3) (   1,    3) (   8,    1)
          (   1,    0) (   9,    3) (   1,    4) (  10,    2) (   1,    3) (   0,    1) (   1,    4) (   0,    3) (   1,    3) (   1,    1)
          (   9,    3) (  10,    2) (   1,    1) (   1,    3) (   1,    2) (   1,    4) (   1,    1) (   1,    2) (   1,    1) (   0,    1)
          (   1,    1) (   1,    1) (  10,    2) (   1,    5) (   9,    1) (   1,    1) (   1,    4) (   1,    5) (   1,    3) (   0,    0)
          (   1,    1) (   0,    0) (   1,    4) (   1,    0) (   1,    1) (   1,    2) (  10,    2) (   1,    2) (   7,    2) (   1,    2)
          (   1,    3) (   9,    4) (   0,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    4) (   1,    3) (   1,    2) (   1,    3)
          (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   0,    1) (  10,    1) (   1,    4)
          (   7,    3) (   1,    1) (   1,    2) (   1,    4) (   1,    3) (   1,    2) (   1,    2) (   8,    2) (   1,    3) (   1,    1)
          (   1,    2) (   1,    1) (   8,    2) (   1,    2) (   7,    0) (   0,    3) (   7,    1) (   9,    2) (   1,    1) (   1,    1)
          (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   9,    1) (   1,    3) (   1,    1) (   0,    3) (   1,    2)
          (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    1) (   1,    1) (   8,    2) (   1,    2) (   1,    3) (   1,    3)
          (   1,    4) (   1,    2) (   1,    1) (   1,    3) (   1,    2) (   1,    4) (   1,    2) (   1,    1) (   1,    1) (   1,    1)
          (   1,    4) (   1,    1) (   1,    1) (   0,    4) (   1,    2) (   1,    5) (   1,    3) (   1,    2) (   1,    2) (   1,    0)
          (   1,    3) (   1,    3) (   1,    2) (   1,    3) (   1,    2) (   1,    1) (   1,    3) (   1,    4) (   7,    0) (   1,    3)
          (   1,    2) (   1,    1) (   1,    3) (   1,    3) (   1,    0) (   1,    0) (   0,    1) (   1,    3) (   1,    2) (   1,    3)
          (   1,    3) (   9,    2) (   1,    6) (   1,    1) (   9,    2) (   9,    2) (   1,    3) (   1,    3) (   1,    3) (   1,    1)
          (   1,    1) (   0,    1) (   1,    2) (   1,    3) (   1,    1) (   0,    1) (   1,    2) (   1,    2) (   7,    4) (   1,    2)
          (   1,    0) (   1,    2) (   8,    4) (   1,    4) (   1,    2) (   1,    1) (   1,    3) (   8,    2) (   1,    4) (   1,    1)
          (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   1,    2) (   0,    2) (   1,    2) (   1,    3) (   1,    1) (   1,    2)
          (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    3) (   1,    3) (   1,    3) (   1,    1) (   1,    1) (   1,    4)
          (   1,    2) (   1,    2) (   1,    3) (   1,    4) (   1,    1) (   1,    2) (   1,    4) (   0,    2) (   1,    2) (   0,    0)
          (   9,    0) (   1,    2) (   0,    2) (   1,    0) (   1,    3) (   9,    3) (   0,    5) (   1,    3) (   1,    1) (   6,    1)
          (   1,    1) (   1,    1) (   9,    4) (   9,    3) (   9,    1) (   1,    4) (   1,    1) (   1,    2) (   1,    2) (   1,    1)
          (   1,    0) (   7,    2) (   1,    2) (   1,    4) (   1,    3) (   1,    1) (   9,    3) (   1,    3) (   1,    0) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    5) (   1,    0) (   1,    0) (   1,    4) (   1,    0) (   1,    1) (   1,    2)
          (   8,    4) (   1,    3) (   1,    0) (   1,    4) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   9,    1) (   1,    3)
          (   1,    1) (   1,    1) (   9,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    4)
          (   1,    2) (   1,    5) (   1,    2) (   1,    2) (   1,    0) (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   1,    1)
          (   1,    3) (   1,    1) (   1,    3) (   1,    2) (   1,    3) (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   9,    4)
          (   1,    4) (   1,    2) (   1,    4) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    3) (   9,    4) (   1,    3)
          (   1,    3) (   1,    4) (   1,    3) (   1,    1) (   1,    3) (   1,    1) (   1,    3) (   1,    4) (   1,    3) (   1,    4)
          (   1,    1) (   1,    1) (   1,    3) (   1,    3) (   1,    4) (   1,    4) (   1,    5) (   1,    4) (   1,    3) (   1,    3)
          (   9,    3) (   9,    3) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   9,    1) (   9,    6) (   1,    3) (   1,    4)
          (   1,    4) (   1,    2) (   1,    1) (   1,    3) (   9,    5) (   1,    4) (   9,    0) (   1,    2) (   1,    4) (   1,    3)
          (   1,    3) (   9,    0) (   1,    4) (   1,    2) (   9,    1) (   1,    3) (   1,    3) (   1,    3) (   1,    2) (   1,    3)
          (   1,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    4) (   1,    1) (   1,    3) (   1,    1)
          (   9,    3) (   1,    5) (   1,    4) (   1,    1) (   9,    3) (   1,    2) (   1,    2) (   1,    4) (   1,    2) (   1,    4)
          (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   9,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    0)
          (   9,    3) (   1,    5) (   1,    4) (   1,    3) (   1,    2) (   9,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    1)
          (   1,    1) (   1,    2) (   9,    2) (   1,    3) (   1,    2) (   1,    4) (   9,    2) (   1,    1) (   1,    2) (   1,    5)
          (   9,    1) (   1,    4) (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   9,    1) (   1,    4) (   1,    2) (   1,    1)
          (   1,    2) (   1,    3) (   1,    3) (   1,    1) (   1,    0) (   1,    0) (   9,    3) (   1,    5) (   1,    0) (   1,    3)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   1,    0) (   9,    4) (   1,    2) (   1,    2)
          (   1,    2) (   9,    2) (   1,    2) (   9,    2) (   1,    2) (   1,    2) (   1,    3) (   1,    0) (   1,    1) (   1,    0)
          (   1,    1) (   1,    1) (   9,    1) (   1,    2) (   1,    3) (   9,    1) (   1,    2) (   9,    2) (   1,    2) (   1,    3)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    3) (   1,    3) (   1,    0) (   1,    4) (   1,    2) (   1,    1)
          (   1,    5) (   1,    4) (   1,    4) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    2) (   1,    5) (   1,    2)
          (   1,    1) (   1,    3) (   9,    2) (   1,    3) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    4) (   1,    2)
          (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    3) (   1,    4) (   1,    3) (   1,    2) (   9,    4) (   1,    2)
          (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    0) (   1,    2) (   1,    2) (   1,    1)
          (   1,    2) (   9,    1) (   1,    4) (   1,    2) (   9,    2) (   1,    2) (   9,    2) (   1,    2) (   1,    4) (   1,    5)
          (   1,    4) (   1,    2) (   1,    2) (   9,    1) (   1,    5) (   1,    1) (   1,    4) (   1,    2) (   1,    0) (   1,    1)
          (   1,    1) (   1,    1) (   1,    4) (   1,    3) (   1,    2) (   9,    1) (   1,    2) (   9,    2) (   9,    1) (   1,    4)
          (   1,    4) (   1,    5) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   9,    3) (   1,    3) (   1,    0)
          (   1,    3) (   9,    1) (   1,    3) (   1,    1) (   1,    3) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    3)
          (   1,    5) (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    4) (   1,    1) (   1,    0) (   9,    2) (   1,    3)
          (   1,    0) (   1,    1) (   1,    1) (   9,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    4) (   1,    1)
          (   1,    4) (   1,    0) (   9,    2) (   9,    2) (   1,    4) (   1,    3) (   1,    1) (   1,    4) (   1,    4) (   9,    0)
          (   1,    1) (   9,    3) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    2)
          (   1,    7) (   1,    2) (   9,    2) (   9,    2) (   1,    5) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   1,    2)
          (   1,    1) (   1,    5) (   1,    2) (   9,    6) (   1,    4) (   1,    2) (   1,    1) (   1,    6) (   1,    4) (   1,    0)
          (   1,    3) (   9,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    6) (   1,    2) (   1,    0) (   1,    1) (   1,    3)
          (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   9,    4) (   1,    3) (   1,    3) (   1,    1) (   9,    1) (   1,    3)
          (   1,    2) (   9,    2) (   1,    3) (   1,    0) (   9,    0) (   1,    3) (   1,    3) (   1,    2) (   1,    2) (   1,    1)
          (   1,    4) (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    3) (   1,    3) (   1,    1) (   1,    3)
         
node   2 sent_total   1454  recv_total   1501

node   3  (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (  10,    2) (   1,    2) (   1,    2)
          (  10,    3) (   1,    4) (   1,    2) (   1,    3) (   1,    1) (  10,    2) (   1,    2) (   1,    5) (   1,    2) (   1,    2)
          (   1,    5) (   1,    4) (   1,    3) (   1,    1) (   1,    0) (   1,    4) (   1,    4) (   1,    2) (   1,    0) (  10,    3)
          (  10,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (  10,    1) (   1,    4) (   1,    4) (   1,    3)
          (   1,    2) (   1,    3) (  10,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    5) (   1,    2) (  10,    2) (  10,    4)
          (   1,    3) (   1,    3) (   0,    2) (   1,    2) (   1,    0) (   1,    4) (   1,    3) (   9,    2) (   1,    4) (   1,    1)
          (   1,    2) (   1,    3) (   8,    4) (   9,    2) (   1,    2) (   1,    2) (   9,    6) (   0,    3) (   1,    3) (   1,    0)
          (   1,    3) (   1,    3) (   1,    2) (   1,    4) (  10,    2) (   1,    5) (   1,    3) (   1,    2) (   1,    0) (   8,    0)
          (   1,    1) (   1,    6) (   0,    1) (   1,    4) (   1,    1) (   8,    1) (   8,    3) (   1,    3) (   1,    3) (   1,    2)
          (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   8,    3) (   1,    2) (   9,    2) (   1,    3) (   1,    1) (   1,    3)
          (   1,    1) (   1,    4) (   1,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    3) (   1,    3) (   1,    2) (   1,    4)
          (   1,    2) (   9,    1) (   0,    4) (   1,    1) (   9,    1) (   1,    2) (   9,    0) (   1,    0) (   1,    1) (   1,    3)
          (   1,    3) (   1,    1) (   8,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    3) (   0,    2) (   1,    3) (   6,    1)
          (   1,    1) (   0,    0) (   1,    2) (   0,    3) (   1,    1) (   1,    3) (   1,    2) (   1,    3) (   8,    1) (   1,    3)
          (   8,    2) (   0,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    4) (   8,    3) (   1,    3) (   1,    2)
          (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   1,    1) (   1,    2)
          (   9,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   8,    1) (   9,    1) (   0,    1) (   1,    0) (   1,    1)
          (   1,    3) (   1,    1) (   1,    1) (   1,    4) (   1,    0) (   9,    3) (   1,    2) (   1,    0) (   1,    4) (   1,    0)
          (   1,    4) (   1,    2) (   1,    1) (   1,    4) (   1,    0) (   1,    1) (   1,    3) (   1,    3) (   7,    1) (   8,    4)
          (   8,    1) (   1,    2) (   8,    2) (   0,    4) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    3)
          (   8,    1) (   9,    2) (   1,    3) (   1,    2) (   1,    0) (   1,    3) (   1,    2) (   1,    1) (   1,    2) (   9,    0)
          (   1,    1) (   1,    1) (   1,    4) (   1,    5) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   9,    4) (   1,    2)
          (   1,    1) (   8,    1) (   1,    2) (   1,    5) (   1,    3) (   1,    0) (   1,    1) (   1,    2) (   1,    5) (   1,    1)
          (   1,    1) (   1,    1) (   1,    3) (   1,    7) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    4)
          (   0,    3) (   1,    0) (   0,    3) (   1,    0) (   1,    2) (   1,    0) (   7,    1) (   1,    4) (   1,    3) (   1,    2)
          (   1,    2) (   1,    2) (   9,    4) (   1,    3) (   1,    1) (   0,    2) (   1,    2) (   1,    3) (   1,    1) (   1,    3)
          (   1,    1) (   1,    3) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   1,    4) (   1,    2) (   1,    2)
          (   1,    1) (   1,    1) (   8,    2) (   1,    3) (   1,    3) (   1,    5) (   1,    1) (   1,    4) (   1,    2) (   1,    2)
          (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   0,    4) (   1,    2) (   8,    0) (   1,    3) (   1,    3) (   1,    1)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   7,    1) (   9,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    3)
          (   1,    2) (   1,    2) (   9,    1) (   1,    4) (   1,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   9,    4)
          (   1,    2) (   1,    0) (   1,    2) (   9,    4) (   9,    2) (   1,    2) (   1,    1) (   1,    0) (   9,    3) (   1,    3)
          (   1,    4) (   1,    5) (   9,    3) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   9,    4) (   1,    3)
          (   1,    2) (   9,    2) (   1,    4) (   1,    3) (   1,    4) (   1,    2) (   1,    2) (   1,    3) (   9,    3) (   1,    5)
          (   9,    4) (   9,    2) (   1,    3) (   9,    3) (   1,    2) (   9,    0) (   1,    4) (   1,    2) (   1,    2) (   9,    3)
          (   9,    2) (   1,    2) (   1,    4) (   1,    1) (   1,    2) (   1,    1) (   9,    3) (   1,    4) (   1,    3) (   1,    5)
          (   1,    3) (   1,    4) (   9,    0) (   1,    3) (   9,    2) (   9,    3) (   9,    3) (   1,    3) (   9,    0) (   1,    3)
          (   1,    4) (   1,    3) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    3) (   1,    4)
          (   9,    1) (   1,    1) (   9,    0) (   1,    3) (   9,    7) (   1,    5) (   1,    1) (   1,    1) (   9,    5) (   1,    3)
          (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    3) (   1,    4) (   9,    4) (   9,    1) (   1,    2)
          (   1,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   9,    0) (   1,    4) (   1,    1) (   1,    4) (   1,    2)
          (   1,    1) (   1,    4) (   1,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   1,    3) (   9,    3) (   9,    4)
          (   1,    4) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   9,    2) (   1,    2) (   1,    0)
          (   1,    3) (   9,    5) (   1,    3) (   1,    5) (   1,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    4) (   1,    1)
          (   1,    3) (   1,    0) (   1,    2) (   1,    3) (   1,    1) (   1,    3) (   1,    3) (   1,    2) (   1,    4) (   1,    1)
          (   9,    2) (   1,    5) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   9,    1) (   1,    3) (   9,    4) (   1,    5)
          (   1,    2) (   1,    3) (   9,    3) (   1,    2) (   1,    0) (   1,    2) (   9,    3) (   1,    4) (   1,    0) (   1,    3)
          (   1,    2) (   9,    3) (   1,    4) (   1,    3) (   1,    3) (   1,    2) (   1,    0) (   1,    3) (   9,    2) (   1,    1)
          (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    5) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   1,    1) (   1,    3) (   1,    5) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   1,    2)
          (   1,    1) (   1,    4) (   9,    1) (   9,    1) (   1,    2) (   1,    3) (   9,    0) (   1,    4) (   1,    1) (   1,    1)
          (   9,    2) (   9,    4) (   1,    2) (   1,    1) (   9,    0) (   9,    1) (   1,    4) (   1,    2) (   9,    3) (   1,    4)
          (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    5) (   1,    1)
